,MAp,mphi,Mchi1,angle,gX,epsilon,ff,Mchi2,Densidad_reliquia,loglikelihood,canales_aniquilacion
865,0.0121858187347,3.23425066332,0.00406193957824,0.0005,2.50662827463,2.54426049086e-06,0.0083554275821,0.004,0.121,0.0004658942140597564,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 56}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 44}]"
866,0.654609925968,0.301314304506,0.218203308656,0.0005,2.50662827463,0.000114931314075,0.0083554275821,0.22,0.117,0.004211728259292678,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 34}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->mu- mu+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 8}, {'channel': '~chi1 ~chi2 ->s s~', 'contribution_percentage': 8}]"
867,0.00678361004883,7.29353310033,0.00226120334961,0.0005,2.50662827463,2.25779029163e-06,0.0083554275821,0.002,0.12,0.0,"[{'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 99}, {'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 1}]"
868,0.423906702633,0.00601693540013,0.141302234211,0.0005,2.50662827463,7.23271966782e-05,0.0083554275821,0.143,0.12,0.0,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 34}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->mu- mu+', 'contribution_percentage': 22}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 8}, {'channel': '~chi1 ~chi2 ->s s~', 'contribution_percentage': 7}, {'channel': '~chi1 ~chi1 ->phi phi', 'contribution_percentage': 3}]"
869,0.0718728603931,2.7767028852,0.023957620131,0.0005,2.50662827463,1.41305636862e-05,0.0083554275821,0.024,0.118,0.0018698229277687437,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 50}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 38}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 12}]"
870,0.00890634159996,1.14411532404,0.00296878053332,0.0005,2.50662827463,2.05828944308e-06,0.0083554275821,0.003,0.118,0.0018698229277687437,"[{'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 50}, {'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 50}]"
871,0.00812525314929,0.644698956075,0.00270841771643,0.0005,2.50662827463,2.00799583731e-06,0.0083554275821,0.003,0.118,0.0018698229277687437,"[{'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 56}, {'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 44}]"
872,1.34178491058,9.43699657079,0.44726163686,0.0005,2.50662827463,0.000232542057557,0.0083554275821,0.452,0.121,0.0004658942140597564,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 33}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->mu- mu+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 8}, {'channel': '~chi1 ~chi2 ->s s~', 'contribution_percentage': 8}]"
873,0.147764645217,0.00463264819509,0.0492548817389,0.0005,2.50662827463,1.88381556953e-05,0.0083554275821,0.05,0.12,0.0,"[{'channel': '~chi1 ~chi1 ->phi phi', 'contribution_percentage': 58}, {'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 20}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 15}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 5}, {'channel': '~chi2 ~chi2 ->phi phi', 'contribution_percentage': 1}]"
874,1.46129562273,5.34281706571,0.487098540909,0.0005,2.50662827463,0.000255109642208,0.0083554275821,0.492,0.119,0.00046693842482991855,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 33}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->mu- mu+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 8}, {'channel': '~chi1 ~chi2 ->s s~', 'contribution_percentage': 8}]"
